seed,condition,family,level_nm,oa,macro_f1,balanced_accuracy,worst_class_recall,nll,brier,ece_15bin,mean_confidence,high_confidence_error_rate_all,high_confidence_error_count,label_flip_rate,nominal_correct_to_shifted_wrong_rate_all,shifted_wrong_to_correct_rate_all
13,nominal,nominal,0.0,0.648497124461967,0.530180214889022,0.5745790470132881,0.2124031007751938,1.0797377953160696,0.4808784239812184,0.10680022924415165,0.5416968952178153,0.0008029804318732593,111,0.0,0.0,0.0
13,global_center_minus_1p1_nm,global_center,-1.1,0.6541396896589141,0.5245563405981,0.5634302046774211,0.13798449612403102,1.0698098288475713,0.4768833678000806,0.11131005237347162,0.5428314979778697,0.0005642565196947228,78,0.04778095272543133,0.01234130285383586,0.017983868050783086
13,global_center_plus_1p1_nm,global_center,1.1,0.6305494267009079,0.5129633953208086,0.5673928641198457,0.26356589147286824,1.1064208127232475,0.4935887094113104,0.08992591134994445,0.5417793155219899,0.0014612797048504358,202,0.0559482041451152,0.026208991934025393,0.008261294172966326
13,global_center_minus_2p2_nm,global_center,-2.2,0.6551379896552971,0.5080718869370244,0.551389949867347,0.0402656704026567,1.0726920428937696,0.4788338112710693,0.11144675984399272,0.5436912298113044,0.000788512315983651,109,0.08786486779759106,0.02461749918616848,0.03125836437949868
13,global_center_plus_2p2_nm,global_center,2.2,0.6019893659348211,0.476379891425869,0.5413772099575627,0.09932556713672594,1.1541112663973354,0.5172263962700185,0.06612590608281778,0.5463138295582726,0.002155749267551633,298,0.11274279306977249,0.059029912829601766,0.012522154302455962
13,global_center_minus_4p4_nm,global_center,-4.4,0.6499873403985966,0.4737676122798854,0.525876176527176,0.0016604400166044002,1.1070108369975187,0.4955028630097164,0.1069763662967345,0.5468370782636744,0.002264260136723695,313,0.1641986472311643,0.051166491843599664,0.05265670778022932
13,global_center_plus_4p4_nm,global_center,4.4,0.5534416030672406,0.39346084430221046,0.46342794430151346,0.002861230329041488,1.3220418372929021,0.5892571832975835,0.06053781990686387,0.5673350019795936,0.009990234021774515,1381,0.20004340434766882,0.11209172785474011,0.017036206460013744
13,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.6385141244981373,0.5051496208544559,0.5598131371637177,0.16744186046511628,1.1029670872441042,0.4897965824258829,0.09706169854817641,0.5414743470511575,0.0010851086917206207,150,0.03885412522154302,0.015726841972004194,0.005743842008174485
13,local_mid25_center_plus_2p2_nm,local_center,2.2,0.6467392483813795,0.5300720633700515,0.5693186062554059,0.2651162790697674,1.08641738695499,0.4834961353326124,0.10945223196152515,0.5372870164198543,0.0003906391290194234,54,0.03613411943429667,0.011726407928527508,0.009968531847940103
13,fwhm_12_nm,fwhm,12.0,0.647534994755308,0.5280284561638267,0.5711864426412243,0.21705426356589147,1.0748757115704974,0.479030590981989,0.10430286679793238,0.5432321279573756,0.000578724635584331,80,0.026418779614424712,0.00923065793757008,0.00826852823091113
13,fwhm_18_nm,fwhm,18.0,0.6445617969399935,0.5246842047661071,0.5715008210458525,0.20775193798449612,1.089688148519992,0.4851511713354327,0.10439833863999964,0.5402578543572373,0.001251492024451116,173,0.02940644554562882,0.010887257206930227,0.006951929684956776
37,nominal,nominal,0.0,0.6554635222628133,0.5328956985754763,0.5761283562706808,0.22015503875968992,1.0575619224124115,0.4724711903267698,0.10307606164898651,0.5523874606138268,0.0008753210113213006,121,0.0,0.0,0.0
37,global_center_minus_1p1_nm,global_center,-1.1,0.6609397041270301,0.5258788517339126,0.5643785657798608,0.13488372093023257,1.0509767726604742,0.46968284066070415,0.10776279853021496,0.5531787115146067,0.0007161717365356097,99,0.05434947733931349,0.01489492530835172,0.020371107172568452
37,global_center_plus_1p1_nm,global_center,1.1,0.636712844069881,0.5157875810642227,0.5689204335691498,0.2775193798449612,1.0840987578877042,0.4854220441683289,0.08519288082847104,0.5529762462947314,0.0018157485441458387,251,0.057850761384598694,0.027749846276268673,0.008999168083336348
37,global_center_minus_2p2_nm,global_center,-2.2,0.6603465113755561,0.5047918665829251,0.5491509776813082,0.0361145703611457,1.0610163417688676,0.4750292114248683,0.10567285795483351,0.5546736534207226,0.0012804282562303324,177,0.1015878757188845,0.030824320902810433,0.035707310015553224
37,global_center_plus_2p2_nm,global_center,2.2,0.6088617209823851,0.47929128314850405,0.5428379682540578,0.08788064582055999,1.1340480138488154,0.5096311808826198,0.05758579992064819,0.5573492415338009,0.0030672405685969544,424,0.11324917712590878,0.05972438239230296,0.013122581111874707
37,global_center_minus_4p4_nm,global_center,-4.4,0.6440698809997468,0.4537228489207865,0.5128204617850046,0.0016604400166044002,1.1212749564607774,0.5044634184876066,0.0987265172567653,0.5629742516187939,0.005657033312836836,782,0.1886063587369335,0.06639418381741238,0.05500054255434586
37,global_center_plus_4p4_nm,global_center,4.4,0.55678373783774,0.38838817276218657,0.4631884456899837,0.002656856734109953,1.3115199718204664,0.5821456699144022,0.05184003738148475,0.5779512685774705,0.009881723152602452,1366,0.20256809057040548,0.11615726841972004,0.017477483994646797
37,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.6430137085398054,0.5049143494114298,0.5589909007831042,0.15038759689922482,1.086097100336532,0.4836511146811799,0.09165158951959888,0.5515736913016577,0.0011212789814446413,155,0.042102217238760085,0.018475783991029768,0.006025970268021847
37,local_mid25_center_plus_2p2_nm,local_center,2.2,0.6550945853076283,0.5339554402578648,0.5714758295488733,0.28527131782945736,1.0620758445809488,0.4741264097183553,0.10643373320286979,0.5486608521047586,0.00045574565052266066,63,0.039374977393568926,0.012355770969725467,0.011986834014540456
37,fwhm_12_nm,fwhm,12.0,0.65447969038232,0.5310022101072192,0.5725921225464301,0.21705426356589147,1.0535514649825217,0.4711359353825499,0.10042649519035181,0.5540531951919682,0.0007161717365356097,99,0.024501754259051614,0.008572358664592904,0.0075885267840995405
37,fwhm_18_nm,fwhm,18.0,0.6522516005353203,0.5280699974550345,0.573751622170223,0.20310077519379846,1.067103519991964,0.4765486093651022,0.1015964314763566,0.5506551690589637,0.0012153217347270952,168,0.02816218757912251,0.010294064455456288,0.007082142727963251
73,nominal,nominal,0.0,0.6537635186457843,0.5296422706726549,0.570427728839121,0.20775193798449612,1.081693363922145,0.47944051954862726,0.11849004153352098,0.5352734771122634,0.0003834050710746193,53,0.0,0.0,0.0
73,global_center_minus_1p1_nm,global_center,-1.1,0.6589503381922089,0.5214502423291274,0.559918309370283,0.13178294573643412,1.0765795677789292,0.47720362256072146,0.12300370950683676,0.5359485327511898,0.00041234130285383586,57,0.05058776720801533,0.013708539805403841,0.018895359351828407
73,global_center_plus_1p1_nm,global_center,1.1,0.6382826346439034,0.5166524089580113,0.5666715141695053,0.25766497461928933,1.1025984176653658,0.4897142837874446,0.1029049769892815,0.5354257147183974,0.0008246826057076717,114,0.05482692516367056,0.02442217962165877,0.008941295619777915
73,global_center_minus_2p2_nm,global_center,-2.2,0.6585596990631895,0.5020815727675767,0.5471466583758581,0.0327936903279369,1.0850336475219353,0.4818267999627028,0.1214146801289173,0.5371450189342722,0.0008102144898180635,112,0.09650956704163201,0.02848048612869389,0.03327666654609904
73,global_center_plus_2p2_nm,global_center,2.2,0.6117915144500308,0.4827863174583297,0.5426047694491993,0.09728183118741059,1.141828231802995,0.5090863184406452,0.07891974969984208,0.5384844273991726,0.0015987268058017144,221,0.10790320830469852,0.054725648352443305,0.012753644156689696
73,global_center_minus_4p4_nm,global_center,-4.4,0.6438962636090715,0.4561441362442171,0.5145830821271284,0.0016604400166044002,1.136372477956079,0.508269681706354,0.10626446695632952,0.5447999387826438,0.0035229862191196153,487,0.18301443194559988,0.06197417441313705,0.052106919376424206
73,global_center_plus_4p4_nm,global_center,4.4,0.5599160849278403,0.39682853389109246,0.4680144499387606,0.002452483139178418,1.282247590855288,0.5714407904945272,0.0527232534747126,0.5559306180096192,0.00440554128838572,609,0.19589105508735125,0.11078959742467537,0.01694216370673129
73,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.6428907295547437,0.5014205547711088,0.5540142193598163,0.14728682170542637,1.1073715112469698,0.4894287404901916,0.10854656223634722,0.5343441673183965,0.0007306398524252179,101,0.04080732086664014,0.01673237602633197,0.005859586935291351
73,local_mid25_center_plus_2p2_nm,local_center,2.2,0.6531196874886968,0.5316220321236049,0.5681026942276788,0.25888324873096447,1.085458449806727,0.48134528352874595,0.120849413749654,0.5322702737390428,0.00033276666546099037,46,0.035396245523926645,0.01095959778637827,0.0103157666292907
73,fwhm_12_nm,fwhm,12.0,0.6540167106738525,0.5280491697910877,0.5670411786016817,0.1937984496124031,1.076580847141984,0.47731249811777426,0.1173094046589315,0.536707306014921,0.00036170289724020687,50,0.023836220928129634,0.007660867363547582,0.007914059391615727
73,fwhm_18_nm,fwhm,18.0,0.6510652150323724,0.5262077875204506,0.5698947919320264,0.2,1.0908550930445164,0.48343280842122416,0.11719447274471004,0.5338707422876624,0.000578724635584331,80,0.027026440481788257,0.009671935472203132,0.006973631858791189
101,nominal,nominal,0.0,0.6475639309870872,0.5293647606124273,0.5716804012824174,0.21705426356589147,1.0625028578502982,0.47448247035414365,0.09851038238905382,0.5520607705538314,0.0009042572431005173,125,0.0,0.0,0.0
101,global_center_minus_1p1_nm,global_center,-1.1,0.6529243679241871,0.5221283467755702,0.5612478231427828,0.14108527131782947,1.055890452184155,0.47148678508032793,0.10027011251418971,0.5526561682292702,0.0007523420262596303,104,0.050081383151879044,0.013187687633377944,0.01854812457047781
101,global_center_plus_1p1_nm,global_center,1.1,0.6307519803233624,0.5138839379819983,0.5657711887924954,0.26976744186046514,1.0884526774164875,0.48726040293382483,0.08369989744119931,0.5521346808775565,0.0016927695590841683,234,0.05617969399934893,0.02555792671899302,0.008745976055268202
101,global_center_minus_2p2_nm,global_center,-2.2,0.6528954316924078,0.5018283020191027,0.5475199857965183,0.034454130344541305,1.0657103201095857,0.47633386933264465,0.09984180517404401,0.5532152429162156,0.001208087676782291,167,0.09526530907512569,0.027576228885593374,0.03290772959091402
101,global_center_plus_2p2_nm,global_center,2.2,0.6024595797012334,0.4765297834823058,0.5372377412660916,0.09728183118741059,1.1376404753464335,0.5118946001492672,0.06614415768044687,0.5559471062948015,0.002662133323687923,368,0.11236662205664268,0.057807357036929866,0.012703005751076066
101,global_center_minus_4p4_nm,global_center,-4.4,0.6361847578399104,0.4505488050421085,0.5093223388577388,0.0012453300124533001,1.1290925768763156,0.5072655877987597,0.09107462526484503,0.561205777328312,0.005613628965168011,776,0.18508337251781387,0.06334864542264984,0.051969472275472925
101,global_center_plus_4p4_nm,global_center,4.4,0.548587550186277,0.37731425073032265,0.45088469820275934,0.002861230329041488,1.3159282344741696,0.5884001473824249,0.049750666832516,0.5789595512422027,0.009831084746988824,1359,0.20504937244547328,0.11553513943646689,0.016558758635656673
101,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.6365247585633161,0.5013419883004966,0.5542480733059019,0.14728682170542637,1.0902681536239711,0.48482852355735867,0.08847610862012685,0.5513475147745263,0.0011719173870582704,162,0.041429449849893295,0.016963865880565702,0.005924693456794589
101,local_mid25_center_plus_2p2_nm,local_center,2.2,0.6456324375158246,0.5290058554758164,0.5668228945944734,0.2806201550387597,1.06894098481384,0.4775265289309365,0.10083595620368617,0.5476112857881918,0.0004774478243570731,66,0.03752305855969906,0.01221832386877419,0.010286830397511484
101,fwhm_12_nm,fwhm,12.0,0.6472962708431295,0.5276651347678787,0.5694447102552318,0.21705426356589147,1.0583392432368368,0.47294031979501605,0.09643005647023137,0.5534799052457825,0.0007089376785908055,98,0.02319962382898687,0.007711505769161211,0.007443845625203458
101,fwhm_18_nm,fwhm,18.0,0.6447354143306688,0.5258317200357343,0.5700968452359446,0.21395348837209302,1.0714152433397688,0.47818715176822607,0.09698872639836939,0.5505504352306204,0.001251492024451116,173,0.026845589033168155,0.009541722429196658,0.00671320577277824
131,nominal,nominal,0.0,0.6543133070495895,0.533851131229228,0.5762608245710485,0.22170542635658916,1.05183502779848,0.46999821028935435,0.09657805975750655,0.5577352472920829,0.0009838318804933628,136,0.0,0.0,0.0
131,global_center_minus_1p1_nm,global_center,-1.1,0.6597099142764133,0.5268896126541834,0.5651876569866108,0.13953488372093023,1.045981278370387,0.46752195994521156,0.10176491835600093,0.5579449959204125,0.0008463847795420841,117,0.05242521792599559,0.014323434730712193,0.01972004195753608
131,global_center_plus_1p1_nm,global_center,1.1,0.6365898650848193,0.516874160335092,0.568758735792314,0.2718781725888325,1.0776882058782258,0.48259088231671154,0.07865365823643175,0.5588572479220986,0.0020761746301587876,287,0.05568054400115745,0.026266864397583824,0.008543422432813686
131,global_center_minus_2p2_nm,global_center,-2.2,0.6579520381958259,0.5049477383556151,0.5490704215833178,0.04234122042341221,1.057480085001999,0.47355020576365914,0.09903161611607283,0.559023715692946,0.0013961731833471987,193,0.09993851050746916,0.03071581003363837,0.03435454117987485
131,global_center_plus_2p2_nm,global_center,2.2,0.6086736354758202,0.48030398506931,0.5426350408315597,0.09298998569384835,1.126534150456413,0.5061879319060985,0.05942338047055358,0.5634109448340114,0.0034434115817267696,476,0.11023980902087026,0.058031612833218796,0.012391941259449488
131,global_center_minus_4p4_nm,global_center,-4.4,0.6419068976742504,0.4514300815969103,0.5112544283813466,0.0033208800332088003,1.1254327745861454,0.5065012420082451,0.09480336778932796,0.5678860010114696,0.007234057944804138,1000,0.18866423120049192,0.06663290772959092,0.05422649835425182
131,global_center_plus_4p4_nm,global_center,4.4,0.5573262921836004,0.3892130526056106,0.4633818489752974,0.002861230329041488,1.3001061832236722,0.5772995910392721,0.05244378834821633,0.5838821349292481,0.009548956487141462,1320,0.19710637682207835,0.11353130538575613,0.016544290519767062
131,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.6425796650631171,0.5047474184605499,0.5579083999288439,0.14573643410852713,1.0813205428417256,0.4810671074531654,0.08550947521189246,0.5574349591190847,0.001309364488009549,181,0.041986472311643215,0.01767280355915651,0.005939161572684197
131,local_mid25_center_plus_2p2_nm,local_center,2.2,0.6532499005317033,0.5351186546423063,0.5726615541019616,0.27756345177664976,1.0560579601154367,0.4717678605592862,0.09998329815148538,0.5532666023802179,0.0005136181140810938,71,0.03802944261583535,0.012319600680001448,0.011256194162115239
131,fwhm_12_nm,fwhm,12.0,0.6551090534235179,0.5332260325283864,0.5727366942805396,0.2186046511627907,1.0449090750581598,0.4671561803435255,0.09592822939464705,0.5591808240288709,0.0006872355047563931,95,0.02401707237674974,0.007443845625203458,0.008239591999131914
131,fwhm_18_nm,fwhm,18.0,0.6499945744565414,0.5281576016507106,0.5743427652861276,0.20775193798449612,1.0637493509867644,0.47512398877077927,0.09389223936678003,0.5564494817544613,0.0016565992693601476,229,0.02837197525952183,0.010887257206930227,0.006568524613882157
